id,Provider ID,Measure ID,Measure Name,Score,Sample
,340015,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340015,STK_4,Thrombolytic Therapy,-999,-999
,340016,OP_1,Median Time to Fibrinolysis,-999,-999
,340016,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340016,OP_23,Head CT results,-999,-999
,340016,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340016,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340016,STK_4,Thrombolytic Therapy,-999,-999
,340016,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340016,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340017,OP_1,Median Time to Fibrinolysis,-999,-999
,340017,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340017,OP_23,Head CT results,-999,-999
,340017,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340017,STK_4,Thrombolytic Therapy,-999,-999
,340017,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340020,OP_1,Median Time to Fibrinolysis,-999,-999
,340020,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340020,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,-999,-999
,340020,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340020,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340020,STK_4,Thrombolytic Therapy,-999,-999
,340020,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340020,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340021,OP_1,Median Time to Fibrinolysis,-999,-999
,340021,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340021,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340021,STK_4,Thrombolytic Therapy,-999,-999
,340021,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340023,OP_1,Median Time to Fibrinolysis,-999,-999
,340023,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340023,OP_23,Head CT results,-999,-999
,340023,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340023,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340023,STK_4,Thrombolytic Therapy,-999,-999
,340023,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340023,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340024,OP_1,Median Time to Fibrinolysis,-999,-999
,340024,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340024,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340024,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340024,STK_4,Thrombolytic Therapy,-999,-999
,340024,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340024,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340027,OP_1,Median Time to Fibrinolysis,-999,-999
,340027,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340027,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,-999,-999
,340027,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340027,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340027,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340027,STK_4,Thrombolytic Therapy,-999,-999
,340028,OP_1,Median Time to Fibrinolysis,-999,-999
,340028,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340028,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340028,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340028,OP_4,Aspirin at Arrival,-999,-999
,340030,OP_1,Median Time to Fibrinolysis,-999,-999
,340030,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340030,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340030,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340030,OP_4,Aspirin at Arrival,-999,-999
,340030,OP_5,Median Time to ECG,-999,-999
,340032,OP_1,Median Time to Fibrinolysis,-999,-999
,340032,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340032,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340032,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340037,OP_1,Median Time to Fibrinolysis,-999,-999
,340037,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340037,OP_23,Head CT results,-999,-999
,340037,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,-999,-999
,340037,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340037,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340037,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",-999,-999
,340037,STK_4,Thrombolytic Therapy,-999,-999
,340037,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340039,OP_1,Median Time to Fibrinolysis,-999,-999
,340039,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340039,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340039,STK_4,Thrombolytic Therapy,-999,-999
,340040,OP_1,Median Time to Fibrinolysis,-999,-999
,340040,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340040,OP_23,Head CT results,-999,-999
,340040,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340040,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340040,OP_4,Aspirin at Arrival,-999,-999
,340040,OP_5,Median Time to ECG,-999,-999
,340041,OP_1,Median Time to Fibrinolysis,-999,-999
,340041,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340041,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340041,STK_4,Thrombolytic Therapy,-999,-999
,340041,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340042,OP_1,Median Time to Fibrinolysis,-999,-999
,340042,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340042,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340042,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340042,STK_4,Thrombolytic Therapy,-999,-999
,340042,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340047,OP_1,Median Time to Fibrinolysis,-999,-999
,340047,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340047,OP_23,Head CT results,-999,-999
,340047,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340047,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340047,OP_4,Aspirin at Arrival,-999,-999
,340047,OP_5,Median Time to ECG,-999,-999
,340047,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",-999,-999
,340049,ED_1b,ED1,-999,-999
,340049,ED_2b,ED2,-999,-999
,340049,EDV,Emergency department volume,-999,
,340049,OP_1,Median Time to Fibrinolysis,-999,-999
,340049,OP_18b,OP 18,-999,-999
,340049,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340049,OP_20,Door to diagnostic eval,-999,-999
,340049,OP_21,Median time to pain med,-999,-999
,340049,OP_22,Left before being seen,-999,-999
,340049,OP_23,Head CT results,-999,-999
,340049,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,-999,-999
,340049,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340049,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340049,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340049,OP_4,Aspirin at Arrival,-999,-999
,340049,OP_5,Median Time to ECG,-999,-999
,340049,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",-999,-999
,340049,STK_4,Thrombolytic Therapy,-999,-999
,340049,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340049,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340050,OP_1,Median Time to Fibrinolysis,-999,-999
,340050,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340050,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340050,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340051,OP_1,Median Time to Fibrinolysis,-999,-999
,340051,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340051,OP_23,Head CT results,-999,-999
,340051,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340051,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340051,STK_4,Thrombolytic Therapy,-999,-999
,340051,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340053,OP_1,Median Time to Fibrinolysis,-999,-999
,340053,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340053,OP_23,Head CT results,-999,-999
,340053,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340053,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340053,OP_4,Aspirin at Arrival,-999,-999
,340053,OP_5,Median Time to ECG,-999,-999
,340060,OP_1,Median Time to Fibrinolysis,-999,-999
,340060,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340060,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340060,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340060,STK_4,Thrombolytic Therapy,-999,-999
,340060,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340060,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340061,OP_1,Median Time to Fibrinolysis,-999,-999
,340061,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340061,OP_23,Head CT results,-999,-999
,340061,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340061,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340061,OP_4,Aspirin at Arrival,-999,-999
,340061,OP_5,Median Time to ECG,-999,-999
,340064,OP_1,Median Time to Fibrinolysis,-999,-999
,340064,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340064,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340064,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340064,STK_4,Thrombolytic Therapy,-999,-999
,340064,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340064,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340068,OP_1,Median Time to Fibrinolysis,-999,-999
,340068,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340068,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340068,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340068,STK_4,Thrombolytic Therapy,-999,-999
,340068,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340068,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340069,OP_1,Median Time to Fibrinolysis,-999,-999
,340069,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340069,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340069,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340070,OP_1,Median Time to Fibrinolysis,-999,-999
,340070,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340070,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340070,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340070,STK_4,Thrombolytic Therapy,-999,-999
,340070,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340071,OP_1,Median Time to Fibrinolysis,-999,-999
,340071,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340071,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340071,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340071,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340071,STK_4,Thrombolytic Therapy,-999,-999
,340071,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340073,OP_1,Median Time to Fibrinolysis,-999,-999
,340073,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340073,OP_23,Head CT results,-999,-999
,340073,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340073,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340073,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",-999,-999
,340073,STK_4,Thrombolytic Therapy,-999,-999
,340075,OP_1,Median Time to Fibrinolysis,-999,-999
,340075,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340075,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340075,STK_4,Thrombolytic Therapy,-999,-999
,340075,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340084,OP_1,Median Time to Fibrinolysis,-999,-999
,340084,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340084,OP_23,Head CT results,-999,-999
,340084,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340084,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340084,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",-999,-999
,340084,STK_4,Thrombolytic Therapy,-999,-999
,340084,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340084,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340085,OP_1,Median Time to Fibrinolysis,-999,-999
,340085,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340085,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340085,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340085,STK_4,Thrombolytic Therapy,-999,-999
,340085,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340085,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340087,OP_1,Median Time to Fibrinolysis,-999,-999
,340087,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340087,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340087,STK_4,Thrombolytic Therapy,-999,-999
,340087,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340087,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340090,OP_1,Median Time to Fibrinolysis,-999,-999
,340090,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340090,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340090,STK_4,Thrombolytic Therapy,-999,-999
,340090,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340091,OP_1,Median Time to Fibrinolysis,-999,-999
,340091,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340091,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340091,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340096,OP_1,Median Time to Fibrinolysis,-999,-999
,340096,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340096,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340096,STK_4,Thrombolytic Therapy,-999,-999
,340096,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340096,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340097,OP_1,Median Time to Fibrinolysis,-999,-999
,340097,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340097,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340097,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340097,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340098,OP_1,Median Time to Fibrinolysis,-999,-999
,340098,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340098,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340098,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340098,STK_4,Thrombolytic Therapy,-999,-999
,340099,OP_1,Median Time to Fibrinolysis,-999,-999
,340099,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340099,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340099,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340099,STK_4,Thrombolytic Therapy,-999,-999
,340099,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340106,OP_1,Median Time to Fibrinolysis,-999,-999
,340106,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340106,OP_23,Head CT results,-999,-999
,340106,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340106,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340106,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",-999,-999
,340106,STK_4,Thrombolytic Therapy,-999,-999
,340106,VTE_5,Warfarin therapy discharge instructions,-999,-999
,340106,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340107,OP_23,Head CT results,-999,-999
,340107,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,-999,-999
,340107,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340107,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340107,STK_4,Thrombolytic Therapy,-999,-999
,340107,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340109,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340109,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340109,STK_4,Thrombolytic Therapy,-999,-999
,340109,VTE_6,Hospital acquired potentially preventable venous thromboembolism,-999,-999
,340113,OP_1,Median Time to Fibrinolysis,-999,-999
,340113,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340113,OP_23,Head CT results,-999,-999
,340113,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340113,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340114,OP_1,Median Time to Fibrinolysis,-999,-999
,340114,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340114,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340114,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340114,OP_4,Aspirin at Arrival,-999,-999
,340114,OP_5,Median Time to ECG,-999,-999
,340115,OP_1,Median Time to Fibrinolysis,-999,-999
,340115,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340115,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340115,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340116,OP_1,Median Time to Fibrinolysis,-999,-999
,340116,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,-999,-999
,340116,OP_31,Improvement in Patient???s Visual Function within 90 Days Following Cataract Surgery,-999,-999
,340116,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,-999,-999
,340116,OP_4,Aspirin at Arrival,-999,-999
,340116,OP_5,Median Time to ECG,-999,-999
