id,Provider ID,Measure ID,Measure Name,Score,n_score,sample
,341327,ED_1b,ED1,241,0.187702265,
,340051,ED_1b,ED1,240,0.184466019,
,340129,ED_1b,ED1,237,0.174757282,
,340183,ED_1b,ED1,237,0.174757282,
,340123,ED_1b,ED1,234,0.165048544,
,340159,ED_1b,ED1,232,0.158576052,
,340114,ED_2b,ED2,231,0.927710843,
,341316,ED_1b,ED1,231,0.155339806,
,340021,ED_1b,ED1,230,0.15210356,
,340145,ED_1b,ED1,229,0.148867314,
,340042,ED_2b,ED2,228,0.915662651,
,340064,ED_1b,ED1,228,0.145631068,
,340126,ED_2b,ED2,228,0.915662651,
,340156,ED_1b,ED1,228,0.145631068,
,341322,ED_1b,ED1,226,0.139158576,
,340016,ED_1b,ED1,224,0.132686084,
,340040,ED_2b,ED2,223,0.895582329,
,341307,ED_1b,ED1,223,0.129449838,
,340002,OP_18b,OP 18,221,0.736585366,
,340028,ED_2b,ED2,221,0.887550201,
,341325,ED_1b,ED1,221,0.122977346,
,340037,ED_1b,ED1,214,0.100323625,
,341304,ED_1b,ED1,214,0.100323625,
,341329,ED_1b,ED1,212,0.093851133,
,340050,OP_18b,OP 18,208,0.673170732,
,340042,OP_18b,OP 18,207,0.668292683,
,340171,OP_18b,OP 18,206,0.663414634,
,341303,ED_1b,ED1,206,0.074433657,
,340142,OP_18b,OP 18,205,0.658536585,
,341305,ED_1b,ED1,204,0.067961165,
,340040,OP_18b,OP 18,201,0.63902439,
,340061,OP_18b,OP 18,200,0.634146341,
,341319,ED_1b,ED1,200,0.055016181,
,340132,OP_18b,OP 18,193,0.6,
,340041,ED_2b,ED2,192,0.771084337,
,340113,OP_18b,OP 18,192,0.595121951,
,340073,ED_2b,ED2,190,0.763052209,
,340114,OP_18b,OP 18,190,0.585365854,
,340147,ED_2b,ED2,188,0.75502008,
,340107,OP_18b,OP 18,186,0.565853659,
,341320,ED_1b,ED1,183,0,
,340116,OP_18b,OP 18,182,0.546341463,
,340001,OP_18b,OP 18,180,0.536585366,
,340047,OP_18b,OP 18,180,0.536585366,
,340098,OP_18b,OP 18,180,0.536585366,
,340155,ED_2b,ED2,180,0.722891566,
,340070,OP_18b,OP 18,178,0.526829268,
,340173,OP_18b,OP 18,177,0.52195122,
,340147,OP_18b,OP 18,174,0.507317073,
,340155,OP_18b,OP 18,174,0.507317073,
,340091,OP_18b,OP 18,173,0.502439024,
,340119,OP_18b,OP 18,173,0.502439024,
,340017,OP_18b,OP 18,172,0.497560976,
,340028,OP_18b,OP 18,172,0.497560976,
,340085,OP_18b,OP 18,172,0.497560976,
,340123,OP_18b,OP 18,172,0.497560976,
,340183,OP_18b,OP 18,172,0.497560976,
,340008,ED_2b,ED2,171,0.686746988,
,340053,OP_18b,OP 18,168,0.47804878,
,340069,OP_18b,OP 18,168,0.47804878,
,340151,OP_18b,OP 18,168,0.47804878,
,340186,OP_18b,OP 18,168,0.47804878,
,340071,ED_2b,ED2,167,0.670682731,
,340014,OP_18b,OP 18,166,0.468292683,
,340188,OP_18b,OP 18,166,0.468292683,
,341315,OP_18b,OP 18,166,0.468292683,
,341324,OP_18b,OP 18,166,0.468292683,
,340127,OP_18b,OP 18,165,0.463414634,
,340039,OP_18b,OP 18,164,0.458536585,
,340166,OP_18b,OP 18,164,0.458536585,
,340003,OP_18b,OP 18,160,0.43902439,
,340004,OP_18b,OP 18,160,0.43902439,
,340032,OP_18b,OP 18,160,0.43902439,
,340050,ED_2b,ED2,160,0.642570281,
,340090,OP_18b,OP 18,160,0.43902439,
,340120,ED_2b,ED2,159,0.638554217,
,340023,OP_18b,OP 18,158,0.429268293,
,340126,OP_18b,OP 18,158,0.429268293,
,340141,OP_18b,OP 18,158,0.429268293,
,340087,OP_18b,OP 18,157,0.424390244,
,340051,OP_18b,OP 18,156,0.419512195,
,340068,OP_18b,OP 18,156,0.419512195,
,340013,OP_18b,OP 18,154,0.409756098,
,340145,OP_18b,OP 18,154,0.409756098,
,340173,ED_2b,ED2,154,0.618473896,
,341327,OP_18b,OP 18,154,0.409756098,
,340084,OP_18b,OP 18,152,0.4,
,340096,OP_18b,OP 18,152,0.4,
,340097,OP_18b,OP 18,152,0.4,
,340184,OP_18b,OP 18,152,0.4,
,340141,ED_2b,ED2,151,0.606425703,
,340015,OP_18b,OP 18,150,0.390243902,
,340143,OP_18b,OP 18,150,0.390243902,
,341328,OP_18b,OP 18,150,0.390243902,
,341318,OP_18b,OP 18,146,0.370731707,
,340020,OP_18b,OP 18,145,0.365853659,
,340002,ED_2b,ED2,144,0.578313253,
,340132,ED_2b,ED2,144,0.578313253,
,340184,ED_2b,ED2,143,0.574297189,
,340115,OP_18b,OP 18,142,0.351219512,
,340133,OP_18b,OP 18,142,0.351219512,
,340008,OP_18b,OP 18,140,0.341463415,
,340024,OP_18b,OP 18,140,0.341463415,
,340027,OP_18b,OP 18,140,0.341463415,
,340060,OP_18b,OP 18,139,0.336585366,
,340069,ED_2b,ED2,139,0.558232932,
,340130,OP_18b,OP 18,139,0.336585366,
,341325,OP_18b,OP 18,139,0.336585366,
,340010,OP_18b,OP 18,138,0.331707317,
,340041,OP_18b,OP 18,137,0.326829268,
,340064,OP_18b,OP 18,137,0.326829268,
,340158,OP_18b,OP 18,137,0.326829268,
,340071,OP_18b,OP 18,136,0.32195122,
,341326,OP_18b,OP 18,135,0.317073171,
,340073,OP_18b,OP 18,134,0.312195122,
,340075,OP_18b,OP 18,134,0.312195122,
,340144,OP_18b,OP 18,134,0.312195122,
,340115,ED_2b,ED2,130,0.522088353,
,341319,OP_18b,OP 18,130,0.292682927,
,340099,OP_18b,OP 18,128,0.282926829,
,340109,OP_18b,OP 18,128,0.282926829,
,341316,OP_18b,OP 18,124,0.263414634,
,340016,OP_18b,OP 18,122,0.253658537,
,340129,OP_18b,OP 18,122,0.253658537,
,340032,ED_2b,ED2,121,0.485943775,
,340060,ED_2b,ED2,120,0.481927711,
,340116,ED_2b,ED2,120,0.481927711,
,340020,ED_2b,ED2,118,0.473895582,
,340004,ED_2b,ED2,117,0.469879518,
,340021,OP_18b,OP 18,115,0.219512195,
,340068,ED_2b,ED2,115,0.46184739,
,340106,OP_18b,OP 18,115,0.219512195,
,340097,ED_2b,ED2,114,0.457831325,
,341329,OP_18b,OP 18,113,0.209756098,
,340091,ED_2b,ED2,112,0.449799197,
,340159,OP_18b,OP 18,112,0.204878049,
,340013,ED_2b,ED2,111,0.445783133,
,340075,ED_2b,ED2,111,0.445783133,
,340120,OP_18b,OP 18,110,0.195121951,
,340047,ED_2b,ED2,108,0.43373494,
,340119,ED_2b,ED2,107,0.429718876,
,340187,OP_18b,OP 18,106,0.175609756,
,340037,OP_18b,OP 18,104,0.165853659,
,341324,ED_2b,ED2,103,0.413654618,
,340085,ED_2b,ED2,102,0.409638554,
,341304,OP_18b,OP 18,102,0.156097561,
,340001,STK_4,Thrombolytic Therapy,100,1,
,340002,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340003,IMM_2,Immunization for influenza,100,1,
,340003,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340003,OP_4,Aspirin at Arrival,100,1,
,340004,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340004,OP_4,Aspirin at Arrival,100,1,
,340004,VTE_5,Warfarin therapy discharge instructions,100,1,
,340010,VTE_5,Warfarin therapy discharge instructions,100,1,
,340014,IMM_2,Immunization for influenza,100,1,
,340014,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340014,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340014,OP_4,Aspirin at Arrival,100,1,
,340014,VTE_5,Warfarin therapy discharge instructions,100,1,
,340015,IMM_2,Immunization for influenza,100,1,
,340015,OP_4,Aspirin at Arrival,100,1,
,340015,VTE_5,Warfarin therapy discharge instructions,100,1,
,340017,OP_4,Aspirin at Arrival,100,1,
,340021,OP_4,Aspirin at Arrival,100,1,
,340027,OP_4,Aspirin at Arrival,100,1,
,340028,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340028,VTE_5,Warfarin therapy discharge instructions,100,1,
,340030,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340032,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340032,STK_4,Thrombolytic Therapy,100,1,
,340037,VTE_5,Warfarin therapy discharge instructions,100,1,
,340039,VTE_5,Warfarin therapy discharge instructions,100,1,
,340041,IMM_2,Immunization for influenza,100,1,
,340041,VTE_5,Warfarin therapy discharge instructions,100,1,
,340042,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340047,STK_4,Thrombolytic Therapy,100,1,
,340047,VTE_5,Warfarin therapy discharge instructions,100,1,
,340049,IMM_2,Immunization for influenza,100,1,
,340050,OP_4,Aspirin at Arrival,100,1,
,340051,OP_4,Aspirin at Arrival,100,1,
,340051,VTE_5,Warfarin therapy discharge instructions,100,1,
,340053,STK_4,Thrombolytic Therapy,100,1,
,340053,VTE_5,Warfarin therapy discharge instructions,100,1,
,340060,IMM_2,Immunization for influenza,100,1,
,340061,STK_4,Thrombolytic Therapy,100,1,
,340061,VTE_5,Warfarin therapy discharge instructions,100,1,
,340064,OP_4,Aspirin at Arrival,100,1,
,340068,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,340068,OP_4,Aspirin at Arrival,100,1,
,340069,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,340069,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340070,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340070,OP_4,Aspirin at Arrival,100,1,
,340071,OP_4,Aspirin at Arrival,100,1,
,340071,VTE_5,Warfarin therapy discharge instructions,100,1,
,340073,IMM_2,Immunization for influenza,100,1,
,340073,VTE_5,Warfarin therapy discharge instructions,100,1,
,340075,VTE_5,Warfarin therapy discharge instructions,100,1,
,340085,IMM_2,Immunization for influenza,100,1,
,340085,OP_23,Head CT results,100,1,
,340085,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340085,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340085,OP_4,Aspirin at Arrival,100,1,
,340087,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340090,OP_4,Aspirin at Arrival,100,1,
,340091,OP_4,Aspirin at Arrival,100,1,
,340096,IMM_2,Immunization for influenza,100,1,
,340096,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340097,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,340097,STK_4,Thrombolytic Therapy,100,1,
,340097,VTE_5,Warfarin therapy discharge instructions,100,1,
,340099,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,340106,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340106,OP_4,Aspirin at Arrival,100,1,
,340107,OP_4,Aspirin at Arrival,100,1,
,340107,VTE_5,Warfarin therapy discharge instructions,100,1,
,340109,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340113,ED_2b,ED2,100,0.401606426,
,340114,STK_4,Thrombolytic Therapy,100,1,
,340115,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,340115,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340115,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340115,STK_4,Thrombolytic Therapy,100,1,
,340116,STK_4,Thrombolytic Therapy,100,1,
,340116,VTE_5,Warfarin therapy discharge instructions,100,1,
,340120,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340126,VTE_5,Warfarin therapy discharge instructions,100,1,
,340127,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340127,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340129,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340129,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340130,STK_4,Thrombolytic Therapy,100,1,
,340131,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340131,VTE_5,Warfarin therapy discharge instructions,100,1,
,340133,OP_4,Aspirin at Arrival,100,1,
,340142,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340142,VTE_5,Warfarin therapy discharge instructions,100,1,
,340143,VTE_5,Warfarin therapy discharge instructions,100,1,
,340144,IMM_2,Immunization for influenza,100,1,
,340144,OP_4,Aspirin at Arrival,100,1,
,340148,IMM_2,Immunization for influenza,100,1,
,340151,OP_23,Head CT results,100,1,
,340151,VTE_5,Warfarin therapy discharge instructions,100,1,
,340155,VTE_5,Warfarin therapy discharge instructions,100,1,
,340158,OP_23,Head CT results,100,1,
,340158,OP_4,Aspirin at Arrival,100,1,
,340159,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340166,VTE_5,Warfarin therapy discharge instructions,100,1,
,340171,VTE_5,Warfarin therapy discharge instructions,100,1,
,340173,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340173,VTE_5,Warfarin therapy discharge instructions,100,1,
,340183,IMM_2,Immunization for influenza,100,1,
,340183,OP_4,Aspirin at Arrival,100,1,
,340183,VTE_5,Warfarin therapy discharge instructions,100,1,
,340184,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,1,
,340184,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,340184,VTE_5,Warfarin therapy discharge instructions,100,1,
,340186,IMM_2,Immunization for influenza,100,1,
,341303,OP_4,Aspirin at Arrival,100,1,
,341304,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,341315,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,100,1,
,341318,IMM_2,Immunization for influenza,100,1,
,341318,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,341319,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,341320,OP_4,Aspirin at Arrival,100,1,
,341325,OP_4,Aspirin at Arrival,100,1,
,341326,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,341329,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100,1,
,341329,OP_4,Aspirin at Arrival,100,1,
,340001,VTE_5,Warfarin therapy discharge instructions,99,0.97826087,
,340003,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,340008,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340013,OP_4,Aspirin at Arrival,99,0.96875,
,340014,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340015,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,340017,IMM_2,Immunization for influenza,99,0.941176471,
,340020,OP_4,Aspirin at Arrival,99,0.96875,
,340021,IMM_2,Immunization for influenza,99,0.941176471,
,340028,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340030,ED_2b,ED2,99,0.397590361,
,340030,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340032,IMM_2,Immunization for influenza,99,0.941176471,
,340037,IMM_2,Immunization for influenza,99,0.941176471,
,340037,OP_4,Aspirin at Arrival,99,0.96875,
,340040,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340041,OP_4,Aspirin at Arrival,99,0.96875,
,340050,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340051,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,99,0.986486486,
,340053,IMM_2,Immunization for influenza,99,0.941176471,
,340060,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340061,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,99,0.986486486,
,340064,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,340069,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,340071,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340075,IMM_2,Immunization for influenza,99,0.941176471,
,340087,OP_4,Aspirin at Arrival,99,0.96875,
,340090,IMM_2,Immunization for influenza,99,0.941176471,
,340099,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,99,0.986486486,
,340107,IMM_2,Immunization for influenza,99,0.941176471,
,340107,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340114,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340120,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,340123,IMM_2,Immunization for influenza,99,0.941176471,
,340123,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340126,IMM_2,Immunization for influenza,99,0.941176471,
,340127,OP_4,Aspirin at Arrival,99,0.96875,
,340129,IMM_2,Immunization for influenza,99,0.941176471,
,340130,ED_2b,ED2,99,0.397590361,
,340131,ED_2b,ED2,99,0.397590361,
,340131,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340132,IMM_2,Immunization for influenza,99,0.941176471,
,340132,OP_4,Aspirin at Arrival,99,0.96875,
,340133,IMM_2,Immunization for influenza,99,0.941176471,
,340141,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340142,OP_4,Aspirin at Arrival,99,0.96875,
,340143,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340145,OP_4,Aspirin at Arrival,99,0.96875,
